Unnamed: 0,StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
52,1053,17,Female,Caucasian,High School,18.94855996,22,0,Very High,0,0,1,0,1.571544191,4
53,1054,18,Male,Caucasian,Some College,8.467160547,13,0,Low,0,1,0,0,1.66431069,4
54,1055,17,Male,Caucasian,None,0.1862058152,29,1,,0,1,0,0,0.7562591666,4
55,1056,18,Male,Caucasian,High School,8.847874815,25,0,Moderate,0,1,0,0,0.8027695392,4
56,1057,18,Female,Caucasian,Higher,0.9213833935,20,0,Moderate,0,1,1,0,1.342387178,4
57,1058,15,Male,Caucasian,Higher,10.87755842,29,0,,1,0,0,0,0.2865712883,4
58,1059,17,Male,Caucasian,High School,6.771080549,9,1,,0,1,0,0,2.613838694,2
59,1060,15,Female,Other,None,9.468698672,23,0,High,0,1,0,0,0.9290125546,4
60,1061,17,Female,African American,High School,12.26340721,10,0,None,0,0,1,0,1.892758696,4
61,1062,17,Male,Caucasian,High School,17.37602192,12,0,Moderate,0,0,1,0,2.331261549,3
62,1063,15,Male,African American,Bachelor's,13.23803153,11,0,High,0,1,0,0,,3
63,1064,15,Male,Caucasian,High School,8.68097737,8,0,Moderate,0,1,0,0,2.385828219,3
64,1065,17,Male,Caucasian,Some College,16.38855707,,1,Very High,0,0,0,0,3.347356744,1
65,1066,16,Male,African American,High School,18.11164275,6,1,,1,0,0,0,3.261855307,1
66,1067,18,Male,Caucasian,Higher,2.395199329,23,0,,0,1,0,0,1.039623879,4
67,1068,15,Female,Caucasian,High School,10.63865955,28,0,None,0,1,0,0,0.02781862473,4
68,1069,18,Female,Other,Some College,5.690239195,21,1,High,0,0,1,0,1.329964538,4
69,1070,16,Female,Asian,High School,0.9412239575,1,0,Very High,0,0,1,0,3.283916522,1
70,1071,16,Male,African American,Some College,13.3709339,6,0,Moderate,0,0,0,0,2.937454182,2
71,1072,16,Female,African American,High School,17.25541555,28,0,High,0,0,1,1,0.7388682028,4
72,1073,15,Male,African American,High School,3.25805309,8,0,Moderate,1,1,0,0,2.556801663,2
73,1074,16,Male,Caucasian,Bachelor's,16.24827315,4,1,Moderate,0,0,0,0,3.300928569,1
74,1075,15,Female,Caucasian,Bachelor's,17.06791467,14,0,,1,0,1,0,2.200682947,3
75,1076,16,Male,Caucasian,Bachelor's,18.28680885,17,0,High,0,1,0,0,1.855865573,4
76,1077,18,Male,Caucasian,Some College,5.305701782,3,0,High,0,0,0,0,2.734401494,2
77,1078,18,Female,African American,Bachelor's,18.0790613,18,1,Low,1,1,0,0,2.131737297,3
78,1079,17,Female,Caucasian,None,6.413255095,19,0,Low,0,0,0,0,0.9797699108,4
79,1080,18,Female,Other,High School,39.44367642,25,0,High,0,1,0,0,0.9943250236,4
80,1081,17,Male,Other,High School,1.010149417,6,0,Low,0,1,0,0,2.074699977,3
81,1082,18,Female,Asian,Some College,,25,0,Moderate,0,0,0,0,0.5005080358,4
82,1083,15,Female,African American,High School,14.40746425,7,0,,1,1,0,0,2.532438418,2
83,1084,18,Male,Asian,High School,8.88959956,16,0,Low,0,1,0,0,1.463378036,4
84,1085,17,Female,Caucasian,Some College,5.125847507,12,0,High,1,1,0,0,2.342836773,3
85,1086,17,Female,Asian,Bachelor's,3.80826992,23,0,High,0,0,0,0,1.158846334,4
86,1087,16,Female,Caucasian,High School,13.39906982,20,1,Low,1,0,1,1,1.523748745,4
87,1088,15,Male,Asian,High School,0.008030880507,27,0,Low,0,0,1,0,0,4
88,1089,18,Male,Caucasian,High School,16.11782338,22,0,None,1,0,1,0,1.058622014,4
89,1090,16,Male,Asian,High School,39.44367642,10,0,Moderate,0,0,1,1,2.229740184,3
90,1091,18,Male,Other,High School,3.829792298,26,0,Low,0,0,0,1,0.1947432807,4
91,1092,18,Female,Caucasian,Some College,7.724727906,0,0,Moderate,0,1,0,0,3.506920071,0
92,1093,16,Male,Caucasian,Some College,9.697174794,,1,High,0,0,0,0,3.552286943,0
93,1094,16,Male,Other,Some College,7.099902316,16,1,High,0,1,0,0,2.238491354,3
94,1095,16,Female,Caucasian,High School,6.4142433,4,0,Low,1,1,0,0,,2
95,1096,16,Female,Asian,Bachelor's,19.27832024,29,0,High,0,0,0,1,0.7329082339,4
96,1097,16,Female,African American,High School,12.83159362,29,0,,0,0,1,0,0.9654824453,4
97,1098,18,Male,Caucasian,Some College,0.4686591073,5,0,,0,1,0,0,2.55523286,2
98,1099,36,Male,Caucasian,Bachelor's,8.603518169,25,0,,1,0,1,1,0.7443222999,4
99,1100,15,Male,Caucasian,High School,17.50017399,24,0,Moderate,0,0,0,0,0.7220565814,4
100,1101,17,Female,Asian,High School,6.029123728,23,1,Low,1,1,0,1,1.27122953,4
101,1102,16,Female,Caucasian,Bachelor's,39.44367642,6,0,High,1,0,1,1,2.526142141,2
102,1103,16,Male,African American,High School,15.16769543,27,0,High,1,1,0,0,0.9424153954,4
103,1104,18,Female,Caucasian,Some College,12.12027664,20,1,Moderate,0,1,0,0,1.515639098,4
104,1105,16,Female,African American,None,11.40625016,29,0,,1,0,0,0,0.6482739267,4
105,1106,16,Female,Asian,Some College,1.071531192,14,0,,0,1,1,1,2.048850082,3
106,1107,16,Male,Other,High School,39.44367642,18,0,None,1,0,0,1,0.8422959993,4
107,1108,18,Female,Caucasian,None,12.45098792,15,0,Low,0,1,0,0,,4
108,1109,16,Female,Asian,Some College,4.156476829,24,1,High,1,1,0,0,1.487946865,4
109,1110,17,Male,Asian,High School,39.44367642,12,1,Very High,0,0,0,0,2.587565796,2
110,1111,18,Male,African American,High School,,4,1,High,0,0,0,0,3.220806978,1
111,1112,17,Female,Other,None,5.670143805,2,1,Very High,0,0,1,0,3.545159432,0
112,1113,18,Female,Caucasian,High School,18.96850311,2,0,,0,0,0,0,3.089598953,1
113,1114,16,Male,Caucasian,High School,16.84928214,18,1,Low,0,1,1,0,1.91995644,4
114,1115,17,Male,Asian,None,14.44747015,13,1,,0,0,0,0,2.198593185,3
115,1116,18,Female,Caucasian,Bachelor's,1.559877328,15,0,None,0,0,0,1,0.8782126168,4
116,1117,15,Female,Asian,None,2.122600386,21,0,High,1,0,1,0,1.340368648,4
117,1118,16,Female,Asian,Some College,9.855626917,,0,Very High,0,0,0,0,1.819511336,4
118,1119,18,Female,Caucasian,High School,3.214266984,26,0,High,0,1,0,0,0.6193509315,4
119,1120,15,Male,Asian,High School,19.56530927,3,0,,1,0,1,1,3.61946087,0
120,1121,18,Female,Caucasian,Bachelor's,,12,1,Low,1,1,0,0,2.174902796,3
121,1122,15,Female,African American,High School,39.44367642,7,1,,0,1,1,0,2.974406015,2
122,1123,16,Male,African American,Higher,7.282421137,18,0,,0,0,0,0,0.9807358437,4
123,1124,17,Female,Other,High School,12.78772843,,0,High,0,0,0,0,3.101673809,1
124,1125,15,Male,Caucasian,Some College,2.580728178,1,1,,1,0,1,0,3.498257342,1
125,1126,18,Female,Caucasian,Some College,8.606328561,14,0,,1,0,0,0,2.590553445,2
126,1127,16,Female,African American,Bachelor's,5.494100656,1,0,High,0,0,0,0,3.535003758,0
127,1128,15,Male,Asian,Some College,17.75503049,10,1,Low,0,1,0,0,2.819921745,2
128,1129,18,Male,African American,Some College,0.8117142427,12,1,Low,1,1,0,0,2.016596775,3
129,1130,18,Female,Caucasian,High School,18.27454988,22,1,,0,0,0,0,1.371185039,4
130,1131,18,Female,Caucasian,High School,16.65988277,9,0,,0,0,0,0,2.104795588,3
131,1132,15,Female,Caucasian,Bachelor's,5.951414329,2,0,,0,0,0,0,3.030439089,1
132,1133,15,Male,Asian,High School,15.78581309,4,1,Moderate,0,1,0,0,3.582421872,0
133,1134,15,Female,Caucasian,High School,39.44367642,2,0,Low,0,0,0,0,2.426546706,3
134,1135,17,Male,Caucasian,Some College,19.33731101,5,1,,1,0,0,0,3.16143627,1
135,1136,15,Male,Other,High School,10.53189885,12,0,Moderate,1,0,0,0,2.12263853,3
136,1137,15,Female,Caucasian,Higher,6.065620521,9,0,High,0,1,0,0,2.204860581,3
137,1138,15,Male,Other,Some College,7.251664252,18,0,None,1,0,1,1,1.1829875,4
138,1139,17,Female,African American,Some College,39.44367642,7,0,High,1,0,0,0,2.738795716,2
139,1140,15,Female,Asian,Bachelor's,19.78699028,,1,,0,0,0,0,2.237901301,3
140,1141,18,Female,Caucasian,None,0.785838903,2,0,High,1,0,0,0,3.139481546,1
141,1142,15,Female,Caucasian,High School,13.09814246,23,1,None,1,1,0,0,1.046044771,4
142,1143,18,Female,Asian,Some College,8.854718554,23,1,High,0,0,0,0,0.8164582452,4
143,1144,18,Male,Asian,High School,39.44367642,16,0,,1,0,1,0,2.033544621,3
144,1145,18,Male,Asian,Some College,,7,1,,1,1,0,0,2.432078523,3
145,1146,17,Female,Caucasian,Bachelor's,10.64173648,9,0,High,1,0,0,0,2.65977132,2
146,1147,17,Female,Asian,Some College,9.647124172,1,1,Moderate,1,0,0,1,3.58888794,0
147,1148,17,Male,Asian,High School,14.05732888,11,0,High,0,1,0,0,2.314587628,3
148,1149,15,Male,African American,Higher,1.360204639,22,0,,1,1,0,1,1.00722582,4
149,1150,18,Male,Asian,Some College,3.8757826,5,0,,1,0,0,0,2.881612321,2
150,1151,17,Male,Asian,Some College,4.291296402,1,0,Low,0,1,1,0,2.804504929,2
151,1152,17,Female,African American,High School,14.7630151,20,1,High,0,1,0,0,1.762921124,4
152,1153,15,Female,Caucasian,Bachelor's,3.782773927,22,0,,1,0,0,1,1.119911263,4
153,1154,17,Male,Caucasian,Some College,11.46983528,,0,Moderate,0,0,0,0,1.030657506,4
154,1155,15,Female,Caucasian,Some College,4.30487641,2,0,Moderate,1,0,0,0,3.075619354,1
155,1156,16,Male,Caucasian,Bachelor's,17.232499,16,1,High,0,1,0,0,2.631434065,2
156,1157,17,Female,Caucasian,High School,18.84370909,28,0,,0,1,1,1,0.5030669073,4
157,1158,16,Male,Caucasian,Some College,10.3698595,6,0,Moderate,0,0,0,0,2.784237837,2
158,1159,15,Female,Caucasian,Bachelor's,7.046177684,28,0,Moderate,0,0,0,0,0.2476267651,4
159,1160,18,Male,Caucasian,High School,4.6811555,,0,High,0,0,0,1,1.18954877,4
160,1161,17,Male,Asian,Some College,0.9956200305,4,1,High,1,0,0,1,3.375994009,1
161,1162,15,Female,Other,Bachelor's,5.370001524,22,1,High,0,0,0,0,1.293573556,4
162,1163,18,Male,Caucasian,Some College,13.0847156,,1,,0,0,1,1,3.718586904,0
163,1164,18,Female,Other,Some College,10.67233863,7,0,High,1,0,0,0,2.670559615,2
164,1165,16,Female,African American,Bachelor's,,11,1,Moderate,1,0,0,0,2.369648013,3
165,1166,15,Male,Caucasian,Bachelor's,7.92554525,13,0,Moderate,0,1,0,0,1.62448682,4
166,1167,18,Female,Caucasian,High School,13.87726685,15,1,Moderate,1,1,0,0,2.537476828,2
167,1168,17,Female,African American,None,9.78645495,9,0,Very High,0,1,0,0,2.298417929,3
168,1169,17,Female,Asian,Some College,10.25152432,14,0,High,1,0,0,0,2.25980415,3
169,1170,16,Female,Asian,Some College,5.355486292,20,0,Moderate,0,1,0,0,1.321343301,4
170,1171,18,Female,Caucasian,Some College,9.099015537,23,0,High,0,1,0,0,0.9499742281,4
171,1172,15,Male,Caucasian,Some College,9.41569994,25,0,Moderate,1,0,0,1,0.8187866161,4
172,1173,17,Female,Caucasian,High School,14.13285043,14,1,High,0,0,0,0,2.339224513,3
173,1174,18,Female,Caucasian,Some College,18.81279998,9,0,Moderate,0,1,0,0,2.682776288,2
174,1175,18,Female,Caucasian,High School,6.58642555,20,1,Low,1,0,0,0,1.543837471,4
175,1176,16,Female,Caucasian,Some College,0.8440093716,27,0,High,1,0,0,0,0.1969011048,4
176,1177,17,Female,Asian,Some College,9.92590251,6,0,High,0,0,0,0,2.748610257,2
177,1178,17,Male,Other,High School,10.88922664,25,1,Moderate,1,0,1,0,1.104893788,4
178,1179,15,Female,Caucasian,High School,3.368811023,2,0,Moderate,1,0,0,0,2.553439811,2
179,1180,17,Male,Other,Some College,,1,0,High,1,0,0,1,3.274233459,1
180,1181,15,Male,Caucasian,Some College,19.69858217,5,1,High,0,0,0,0,3.186060378,1
181,1182,17,Male,Caucasian,High School,18.91549434,20,0,High,1,0,0,0,1.72211575,4
182,1183,16,Male,Caucasian,Higher,3.942120776,8,0,Moderate,1,1,0,0,2.338046358,3
183,1184,17,Female,African American,Some College,17.5072648,9,1,,1,1,0,0,3.273998748,1
184,1185,15,Male,Other,Higher,14.08987273,3,0,High,0,0,0,0,2.993502391,2
185,1186,15,Male,African American,Some College,9.076931276,26,1,High,1,0,0,0,0.896397899,4
186,1187,16,Female,Caucasian,Some College,10.81221989,2,0,High,0,0,0,0,2.961055259,2
187,1188,17,Female,African American,Bachelor's,16.9920035,8,0,Low,1,0,0,0,2.674351095,2
188,1189,17,Female,Caucasian,Some College,9.602698793,23,0,None,1,1,0,0,1.217873151,4
189,1190,16,Male,Asian,Some College,7.464147382,21,1,,0,0,0,0,1.36559111,4
190,1191,17,Female,African American,High School,9.864949861,16,0,Moderate,0,0,0,1,1.522274845,4
191,1192,17,Female,Caucasian,Some College,11.58259608,13,1,High,0,0,0,0,2.231402397,3
192,1193,15,Male,African American,High School,3.781553076,9,0,Moderate,1,0,0,0,2.135266355,3
193,1194,17,Female,African American,High School,18.01815461,12,0,Moderate,0,0,0,0,2.255698915,3
194,1195,17,Female,Caucasian,None,13.48373898,11,1,Low,1,0,1,0,2.751145788,2
195,1196,16,Female,African American,None,12.66537835,26,0,High,1,1,0,0,0.8976341586,4
196,1197,36,Female,Caucasian,Higher,1.989924524,0,0,Low,1,0,0,1,3.117354435,1
197,1198,18,Male,Asian,High School,12.08347876,27,0,High,1,0,1,0,1.287595131,4
198,1199,15,Female,Asian,Some College,2.419213245,21,0,Moderate,0,0,0,0,0.571053098,4
199,1200,17,Female,Asian,Bachelor's,1.573953504,28,0,High,1,0,0,0,0.5813557995,4
200,1201,17,Male,African American,Some College,10.54621791,18,0,Low,0,0,1,0,1.643462404,4
201,1202,18,Female,African American,High School,8.055710681,18,0,Low,0,0,0,0,1.234844041,4
202,1203,17,Male,Caucasian,Some College,,5,0,High,0,1,0,1,2.96809362,2
203,1204,15,Female,Asian,Some College,39.44367642,12,0,Moderate,1,0,0,0,2.00929848,3
204,1205,18,Male,Caucasian,Some College,8.619661257,18,0,Low,0,0,0,0,1.146086034,4
205,1206,15,Male,Caucasian,Some College,3.495734301,12,1,Very High,0,0,0,0,2.192363198,3
206,1207,18,Male,Caucasian,Higher,19.74200172,26,1,Low,1,0,0,0,0.9457308733,4
207,1208,18,Male,Caucasian,Some College,11.22300425,25,0,Moderate,1,0,0,0,0.5672500285,4
208,1209,16,Female,African American,High School,13.74873722,21,0,Low,0,0,0,0,0.9707643471,4
209,1210,15,Male,Caucasian,Some College,6.508365614,20,1,,1,0,1,1,1.656060126,4
210,1211,17,Female,Asian,None,,3,0,Moderate,0,0,1,0,,2
211,1212,17,Male,Caucasian,Bachelor's,19.51741726,23,0,Low,0,0,1,1,0.1898180599,4
212,1213,15,Male,Caucasian,High School,5.725180708,1,0,High,1,0,0,0,3.258294685,1
213,1214,17,Male,African American,High School,8.476163703,14,1,Moderate,0,0,0,0,1.920055853,4
214,1215,17,Female,Caucasian,Bachelor's,12.99727843,11,0,High,0,0,0,0,2.021771494,3
215,1216,15,Male,Caucasian,Some College,,29,1,Low,1,0,0,0,0.1259330746,4
216,1217,18,Female,Asian,High School,,26,1,,1,0,0,0,1.287013412,4
217,1218,15,Female,Caucasian,Some College,10.7315638,6,0,None,1,0,1,0,2.591426703,2
218,1219,18,Female,Asian,Bachelor's,5.564343741,19,1,High,0,0,0,0,1.463379649,4
219,1220,17,Female,Caucasian,High School,39.44367642,17,0,High,0,0,0,0,1.465549386,4
220,1221,17,Female,Caucasian,Bachelor's,3.249968309,22,0,High,1,1,0,1,1.710466838,4
221,1222,17,Female,Asian,None,17.90067718,12,0,Moderate,0,1,0,1,2.288505685,3
222,1223,16,Female,Caucasian,Some College,13.72048448,16,0,High,0,0,1,0,1.960968849,4
223,1224,18,Female,Caucasian,Bachelor's,4.998034433,3,0,,0,0,0,0,2.621623326,2
224,1225,16,Female,Caucasian,High School,1.312015299,24,0,None,1,0,0,0,0.768316386,4
225,1226,16,Male,Caucasian,Some College,13.81230625,13,0,Low,0,0,1,0,1.806406345,4
226,1227,15,Male,Asian,High School,11.44815452,19,0,Moderate,0,0,0,0,0.8818663531,4
227,1228,16,Male,Caucasian,Some College,8.090390489,27,0,High,0,1,0,0,0.8170682207,4
228,1229,15,Male,Asian,Some College,7.272228984,12,1,None,0,0,0,0,1.446132528,4
229,1230,15,Male,Asian,Some College,4.336285519,2,0,High,0,1,0,0,3.339094362,1
230,1231,16,Female,Caucasian,High School,13.39222513,25,0,,0,0,0,0,0.8196254779,4
231,1232,18,Female,Other,High School,19.41336056,25,0,Moderate,0,0,0,0,0.6768179731,4
232,1233,18,Female,Caucasian,None,3.514304917,17,0,Low,0,1,0,1,1.389544874,4
233,1234,36,Female,Other,High School,11.9423324,13,0,Moderate,0,1,0,1,1.991508414,4
234,1235,18,Female,Caucasian,Some College,8.483701115,14,0,,0,1,0,0,1.63986755,4
235,1236,18,Female,African American,Bachelor's,8.933774435,2,0,None,0,1,0,0,2.511743021,2
236,1237,16,Female,Caucasian,Some College,5.082945603,0,0,High,0,0,1,0,2.98391995,2
237,1238,16,Male,Caucasian,Some College,16.50269751,25,1,Moderate,0,0,1,0,1.258654854,4
238,1239,17,Male,African American,Higher,9.705112083,23,1,,0,0,0,0,1.417929927,4
239,1240,18,Male,Asian,Some College,10.86811704,16,0,Low,1,0,1,0,1.597016572,4
240,1241,16,Male,Caucasian,Bachelor's,6.095218256,2,1,Moderate,0,1,0,0,3.088699868,1
241,1242,17,Female,Caucasian,Some College,3.636169313,13,0,None,0,1,0,0,1.641341443,4
242,1243,36,Female,Asian,High School,1.718207764,2,0,,0,1,0,0,2.586870656,2
243,1244,15,Female,African American,None,,12,1,Moderate,0,0,0,0,2.389032645,3
244,1245,36,Male,Other,Some College,3.924685634,14,0,Moderate,1,0,0,0,1.8981464,4
245,1246,16,Female,Asian,High School,13.80150708,17,0,Very High,0,1,0,0,2.110487975,3
246,1247,15,Female,Other,High School,7.807528921,13,0,Moderate,0,0,0,0,1.700273589,4
247,1248,15,Female,Asian,Some College,8.31549602,20,0,Moderate,1,0,0,0,1.044499995,4
248,1249,15,Male,Caucasian,Some College,9.383549922,25,0,Moderate,0,1,0,0,1.194166134,4
249,1250,17,Female,Caucasian,Some College,7.354170163,2,0,Low,0,0,1,0,2.649136828,2
250,1251,16,Male,Asian,High School,2.012399544,18,0,High,0,1,0,0,1.234141389,4
251,1252,36,Male,African American,High School,6.1926362,7,0,,1,0,0,0,2.127408866,3
252,1253,18,Male,Caucasian,Some College,39.44367642,,1,Low,0,0,0,0,2.913887649,2
253,1254,15,Male,Caucasian,Higher,13.31568803,3,0,High,0,0,0,1,3.119393913,1
254,1255,15,Female,Other,Some College,5.724486145,18,1,None,0,0,0,0,1.036378738,4
255,1256,17,Male,African American,Bachelor's,9.202052531,10,0,Very High,1,0,0,1,2.403284547,3
256,1257,17,Male,Caucasian,Some College,3.86894456,0,1,,0,0,0,0,3.156508064,1
257,1258,16,Female,Caucasian,Some College,4.207441631,7,1,Moderate,0,1,1,0,2.723471859,2
258,1259,18,Female,Caucasian,High School,0.4609417681,14,0,Low,0,1,0,0,1.530951146,4
259,1260,17,Male,Caucasian,Some College,39.44367642,0,0,,0,0,0,0,3.468581349,1
260,1261,15,Female,Caucasian,Some College,4.214133301,6,0,Low,1,0,0,0,2.302032044,3
261,1262,16,Male,Caucasian,Some College,4.550677539,20,1,Low,1,0,0,0,1.265677909,4
262,1263,15,Male,Asian,Some College,5.592028653,19,0,Moderate,1,1,0,1,1.479602228,4
263,1264,15,Male,Caucasian,Some College,2.548161434,19,0,Very High,0,0,1,1,1.445076719,4
264,1265,17,Male,Asian,High School,12.78525766,23,0,Moderate,0,0,0,0,0.8094338104,4
265,1266,36,Female,Asian,Some College,39.44367642,10,1,High,0,0,0,0,2.15023327,3
266,1267,18,Male,Caucasian,High School,2.684048527,26,0,High,0,0,0,0,0.5591437155,4
267,1268,18,Female,African American,Bachelor's,12.89513453,28,0,,0,0,0,0,0.5807884852,4
268,1269,17,Female,Caucasian,High School,,13,0,None,0,1,1,1,1.602089196,4
269,1270,17,Female,Asian,None,14.15895653,,1,Moderate,0,1,0,0,1.002798364,4
270,1271,16,Female,Caucasian,Some College,11.14849489,15,0,High,0,0,0,0,1.663063453,4
271,1272,18,Male,African American,Some College,,13,0,High,0,0,0,1,1.53154646,4
272,1273,18,Female,African American,Some College,13.01655901,11,0,Very High,0,0,0,0,2.205842147,3
273,1274,18,Male,Caucasian,High School,2.325473606,16,0,High,0,0,0,1,1.155338561,4
274,1275,15,Female,Caucasian,Some College,39.44367642,13,1,Low,0,0,0,0,2.15375834,3
275,1276,18,Female,African American,High School,8.742962101,9,0,Moderate,1,0,0,1,2.592786686,2
276,1277,15,Male,Asian,Bachelor's,5.357471656,23,0,None,1,1,0,0,0.9123305071,4
277,1278,16,Male,Caucasian,Bachelor's,39.44367642,28,1,High,0,0,0,0,0.6956309335,4
278,1279,15,Male,African American,Some College,17.42667185,13,1,Moderate,0,0,0,0,2.139619891,3
279,1280,16,Female,Caucasian,High School,19.978094,17,0,,0,0,0,0,1.550449331,4
280,1281,18,Female,Asian,Some College,12.15525537,21,0,Very High,0,0,0,1,1.5475367,4
281,1282,18,Male,Caucasian,None,8.094117487,8,1,High,0,0,1,0,2.966548034,2
282,1283,16,Male,Asian,Some College,4.504142004,16,0,Moderate,1,0,0,1,1.633679371,4
283,1284,17,Male,Caucasian,High School,5.141921788,5,1,Low,0,0,0,0,,3
284,1285,16,Male,Caucasian,Bachelor's,9.589099563,7,1,High,1,1,1,0,3.270262309,1
285,1286,17,Female,Caucasian,None,7.345554026,25,0,Low,0,0,0,0,0.3464705926,4
286,1287,15,Male,Caucasian,Some College,18.27629045,12,1,Low,0,0,0,0,1.894904336,4
287,1288,15,Male,African American,Some College,7.365909353,17,0,Low,0,0,0,0,1.456742601,4
288,1289,15,Male,Caucasian,Some College,7.468891823,4,0,Moderate,1,0,0,0,2.553723151,2
289,1290,18,Male,Asian,None,7.670690249,5,0,Low,0,0,0,0,2.224197461,3
290,1291,15,Female,Caucasian,Higher,16.73240421,20,1,Very High,0,1,1,0,1.847600418,4
291,1292,17,Male,Caucasian,Some College,,18,0,Very High,1,0,0,0,1.849760707,4
